id,stock_date,pupa_date,pupa_mass,sex,acc_temp,survival_temp,emerge_date,emerge_TOD,death_date,death_TOD,notes
123,2024-05-03,2024-05-28,0.797,Male,29,35,2024-06-07,AM,2024-06-14,AM,NA
128,2024-05-03,2024-05-28,0.723,Male,29,35,2024-06-08,PM,2024-06-15,AM,NA
138,2024-05-03,2024-05-28,1.002,Male,29,35,2024-06-07,AM,2024-06-14,AM,NA
193,2024-05-03,2024-05-29,0.901,Male,29,35,2024-06-09,AM,2024-06-14,PM,NA
205,NA,NA,NA,Male,29,35,2024-06-09,AM,2024-06-16,AM,NA
263,NA,NA,NA,Male,29,35,2024-06-09,AM,2024-06-15,AM,NA
266,2024-05-03,2024-05-30,0.94,Male,29,35,2024-06-08,PM,2024-06-13,AM,NA
535,2024-05-03,2024-06-04,0.803,Female,23,26,2024-06-15,AM,NA,NA,NA
633,2024-05-03,2024-06-06,2.548,Female,23,26,2024-06-18,AM,2024-06-28,AM,NA
658,2024-05-03,2024-06-07,1.967,Female,23,26,2024-06-19,PM,2024-07-04,AM,NA
661,2024-05-03,2024-06-07,2.237,Female,23,26,2024-06-19,PM,NA,NA,NA
669,2024-05-03,2024-06-07,2.564,Female,23,26,2024-06-18,PM,NA,NA,NA
671,2024-05-03,2024-06-07,1.067,Female,23,26,2024-06-22,PM,NA,NA,NA
673,2024-05-03,2024-06-07,2.164,Female,23,26,2024-06-18,PM,2024-07-01,AM,NA
676,2024-05-03,2024-06-07,2.273,Female,23,26,2024-06-18,PM,2024-06-30,PM,NA
684,2024-05-03,2024-06-10,2.062,Female,23,26,2024-06-23,PM,2024-07-01,PM,NA
687,2024-05-03,2024-06-10,2.132,Female,23,26,2024-06-22,AM,2024-07-02,AM,NA
690,2024-05-03,2024-06-10,2.618,Female,23,26,2024-06-23,PM,2024-07-01,PM,NA
691,2024-05-03,2024-06-10,2.344,Female,23,26,2024-06-21,PM,2024-06-29,PM,NA
696,2024-05-03,2024-06-10,2.447,Female,23,26,2024-06-22,AM,2024-07-06,AM,NA
697,2024-05-03,2024-06-10,3.045,Female,23,26,2024-06-23,PM,2024-07-03,PM,NA
700,NA,NA,NA,Female,23,26,2024-06-24,PM,2024-07-04,AM,NA
721,2024-05-03,2024-06-10,2.529,Female,23,26,2024-06-22,PM,2024-07-02,PM,NA
723,2024-05-03,2024-06-10,2.085,Female,23,26,2024-06-21,PM,2024-06-27,AM,NA
726,2024-05-03,2024-06-10,1.871,Female,23,26,2024-06-21,PM,2024-07-02,PM,NA
728,2024-05-03,2024-06-10,2.454,Female,23,26,2024-06-21,PM,2024-07-01,PM,NA
731,2024-05-03,2024-06-10,3.097,Female,23,26,2024-06-22,PM,2024-07-01,AM,NA
732,2024-05-03,2024-06-10,2.523,Female,23,26,2024-06-20,PM,2024-07-07,PM,NA
741,2024-05-03,2024-06-10,2.745,Female,23,26,2024-06-22,PM,2024-06-28,PM,NA
746,2024-05-03,2024-06-10,2.537,Female,23,26,2024-06-21,PM,2024-07-04,AM,NA
758,2024-05-03,2024-06-10,1.876,Female,23,26,2024-06-20,PM,2024-07-03,PM,NA
762,2024-05-03,2024-06-10,3.039,Female,23,26,2024-06-22,PM,2024-07-04,AM,NA
766,2024-05-03,2024-06-10,1.513,Female,23,26,2024-06-20,PM,2024-07-05,PM,NA
771,2024-05-03,2024-06-10,2.433,Female,23,26,2024-06-21,PM,2024-07-07,AM,NA
778,NA,NA,NA,Female,23,26,2024-06-24,PM,2024-07-01,PM,NA
797,NA,NA,NA,Female,23,26,2024-06-29,PM,2024-07-05,AM,NA
551,2024-05-03,2024-06-04,0.946,Female,23,29,2024-06-16,PM,2024-06-29,AM,NA
629,2024-05-03,2024-06-06,2.512,Female,23,29,2024-06-18,PM,2024-06-25,PM,NA
657,2024-05-03,2024-06-07,2.276,Female,23,29,2024-06-20,PM,2024-07-01,AM,NA
666,2024-05-03,2024-06-07,1.683,Female,23,29,2024-06-19,AM,2024-06-29,PM,NA
677,2024-05-03,2024-06-07,1.71,Female,23,29,2024-06-18,PM,2024-06-24,AM,NA
678,2024-05-03,2024-06-07,1.974,Female,23,29,2024-06-18,AM,2024-06-28,PM,NA
686,2024-05-03,2024-06-10,2.086,Female,23,29,2024-06-21,PM,2024-06-26,AM,NA
698,2024-05-03,2024-06-10,2.513,Female,23,29,2024-06-21,PM,2024-07-02,PM,NA
701,2024-05-03,2024-06-10,2.855,Female,23,29,2024-06-22,AM,2024-07-06,PM,NA
703,2024-05-03,2024-06-10,2.181,Female,23,29,2024-06-21,AM,2024-07-04,PM,NA
705,2024-05-03,2024-06-10,2.05,Female,23,29,2024-06-21,PM,2024-06-28,PM,NA
706,2024-05-03,2024-06-10,2.532,Female,23,29,2024-06-22,AM,2024-07-03,PM,NA
708,NA,NA,NA,Female,23,29,2024-06-24,PM,2024-07-04,AM,NA
709,2024-05-03,2024-06-10,1.65,Female,23,29,2024-06-21,PM,2024-07-04,AM,NA
711,2024-05-03,2024-06-10,3.188,Female,23,29,2024-06-23,AM,2024-07-04,AM,NA
715,2024-05-03,2024-06-10,2.573,Female,23,29,2024-06-22,PM,2024-07-03,PM,NA
727,2024-05-03,2024-06-10,2.572,Female,23,29,2024-06-22,PM,2024-07-01,AM,NA
730,2024-05-03,2024-06-10,2.141,Female,23,29,2024-06-21,PM,2024-06-28,AM,NA
739,2024-05-03,2024-06-10,2.72,Female,23,29,2024-06-22,PM,2024-06-28,PM,NA
742,2024-05-03,2024-06-10,2.681,Female,23,29,2024-06-21,PM,2024-07-02,AM,NA
755,2024-05-03,2024-06-10,2.935,Female,23,29,2024-06-22,AM,2024-07-04,AM,NA
756,2024-05-03,2024-06-10,3.462,Female,23,29,2024-06-23,PM,2024-07-01,PM,NA
760,2024-05-03,2024-06-10,1.81,Female,23,29,2024-06-20,PM,2024-06-28,PM,NA
761,2024-05-03,2024-06-10,2.272,Female,23,29,2024-06-22,PM,2024-07-01,PM,NA
763,2024-05-03,2024-06-10,1.969,Female,23,29,2024-06-19,PM,NA,NA,Missing
767,2024-05-03,2024-06-10,2.431,Female,23,29,2024-06-23,PM,2024-07-01,AM,NA
774,NA,NA,NA,Female,23,29,2024-06-24,AM,2024-07-02,PM,Mold
786,NA,NA,NA,Female,23,29,2024-06-26,AM,2024-07-02,AM,NA
787,NA,NA,NA,Female,23,29,2024-06-24,PM,2024-07-01,PM,NA
793,NA,NA,NA,Female,23,29,2024-06-27,AM,2024-07-04,PM,NA
626,2024-05-03,2024-06-06,1.46,Female,23,32,2024-06-18,PM,2024-06-28,PM,NA
662,2024-05-03,2024-06-07,2.589,Female,23,32,2024-06-19,AM,2024-06-30,AM,NA
664,2024-05-03,2024-06-07,2.509,Female,23,32,2024-06-20,AM,2024-06-26,PM,NA
675,2024-05-03,2024-06-07,2.395,Female,23,32,2024-06-18,PM,2024-06-25,PM,NA
683,2024-05-03,2024-06-10,3.035,Female,23,32,2024-06-21,PM,2024-06-30,AM,NA
688,2024-05-03,2024-06-10,1.862,Female,23,32,2024-06-19,PM,2024-06-27,PM,NA
692,2024-05-03,2024-06-10,2.733,Female,23,32,2024-06-22,AM,2024-06-28,AM,NA
702,2024-05-03,2024-06-10,2.114,Female,23,32,2024-06-21,PM,2024-06-26,PM,NA
712,2024-05-03,2024-06-10,2.443,Female,23,32,2024-06-21,PM,2024-06-28,AM,NA
713,2024-05-03,2024-06-10,3.287,Female,23,32,2024-06-23,PM,2024-06-27,PM,NA
716,2024-05-03,2024-06-10,3.109,Female,23,32,2024-06-22,PM,2024-07-02,AM,NA
718,2024-05-03,2024-06-10,2.101,Female,23,32,2024-06-23,AM,2024-07-04,AM,NA
719,2024-05-03,2024-06-10,2.163,Female,23,32,2024-06-21,PM,2024-06-29,PM,NA
720,2024-05-03,2024-06-10,2.332,Female,23,32,2024-06-20,PM,2024-06-27,AM,NA
722,2024-05-03,2024-06-10,2.404,Female,23,32,2024-06-21,PM,2024-06-28,PM,NA
734,2024-05-03,2024-06-10,3.015,Female,23,32,2024-06-22,PM,2024-06-28,AM,NA
736,2024-05-03,2024-06-10,2.843,Female,23,32,2024-06-23,PM,2024-06-29,AM,mold
737,2024-05-03,2024-06-10,2.044,Female,23,32,2024-06-20,PM,2024-07-01,AM,NA
738,2024-05-03,2024-06-10,2.323,Female,23,32,2024-06-22,PM,2024-06-30,AM,NA
743,2024-05-03,2024-06-10,2.449,Female,23,32,2024-06-19,AM,2024-06-27,AM,mold
744,2024-05-03,2024-06-10,2.467,Female,23,32,2024-06-21,PM,2024-06-27,PM,NA
752,2024-05-03,2024-06-10,1.923,Female,23,32,2024-06-20,PM,2024-06-27,AM,NA
765,2024-05-03,2024-06-10,2.381,Female,23,32,2024-06-22,PM,2024-07-02,AM,NA
768,2024-05-03,2024-06-10,2.255,Female,23,32,2024-06-20,PM,2024-07-01,AM,NA
770,2024-05-03,2024-06-10,1.367,Female,23,32,2024-06-22,AM,2024-06-30,PM,NA
775,NA,NA,NA,Female,23,32,2024-06-25,AM,2024-07-05,PM,NA
781,NA,NA,NA,Female,23,32,2024-06-25,AM,2024-06-29,PM,NA
782,NA,NA,NA,Female,23,32,2024-06-17,PM,2024-06-30,AM,NA
788,NA,NA,NA,Female,23,32,2024-06-26,AM,2024-07-04,AM,NA
795,NA,NA,NA,Female,23,32,2024-06-27,PM,2024-07-02,AM,NA
537,NA,NA,NA,Female,23,35,2024-06-16,AM,2024-06-22,AM,NA
625,2024-05-03,2024-06-06,2.717,Female,23,35,2024-06-19,AM,2024-06-24,AM,NA
630,2024-05-03,2024-06-06,2.093,Female,23,35,2024-06-18,PM,2024-07-02,AM,Removed after first zero: Mold growing on Moth
656,2024-05-03,2024-06-07,2.896,Female,23,35,2024-06-21,AM,2024-06-26,PM,NA
680,2024-05-03,2024-06-07,2.502,Female,23,35,2024-06-18,PM,2024-06-25,AM,NA
689,2024-05-03,2024-06-10,1.598,Female,23,35,2024-06-22,AM,2024-06-25,AM,NA
695,2024-05-03,2024-06-10,2.093,Female,23,35,2024-06-22,PM,2024-06-29,PM,NA
699,2024-05-03,2024-06-10,0.927,Female,23,35,2024-06-19,PM,2024-06-22,PM,NA
710,2024-05-03,2024-06-10,1.969,Female,23,35,2024-06-21,PM,2024-06-29,AM,Removed after first zero: Mold growing on Moth
714,2024-05-03,2024-06-10,3.234,Female,23,35,2024-06-21,PM,2024-06-29,AM,NA
717,2024-05-03,2024-06-10,2.482,Female,23,35,2024-06-21,PM,2024-06-25,AM,NA
724,2024-05-03,2024-06-10,1.87,Female,23,35,2024-06-20,PM,2024-06-25,AM,NA
725,2024-05-03,2024-06-10,2.26,Female,23,35,2024-06-20,PM,2024-06-24,PM,NA
729,2024-05-03,2024-06-10,2.45,Female,23,35,2024-06-22,AM,2024-06-26,PM,NA
733,2024-05-03,2024-06-10,2.986,Female,23,35,2024-06-21,PM,2024-06-25,PM,NA
740,2024-05-03,2024-06-10,3.193,Female,23,35,2024-06-22,PM,2024-06-28,PM,NA
748,2024-05-03,2024-06-10,3.017,Female,23,35,2024-06-22,PM,2024-06-26,PM,NA
753,2024-05-03,2024-06-10,2.718,Female,23,35,2024-06-19,PM,2024-06-22,PM,NA
754,2024-05-03,2024-06-10,2.111,Female,23,35,2024-06-22,PM,2024-06-28,PM,NA
759,2024-05-03,2024-06-10,2.869,Female,23,35,2024-06-21,PM,2024-06-25,PM,NA
764,2024-05-03,2024-06-10,2.315,Female,23,35,2024-06-23,AM,2024-06-28,PM,NA
769,2024-05-03,2024-06-10,2.437,Female,23,35,2024-06-21,PM,2024-06-25,PM,NA
776,2024-05-03,2024-06-11,2.522,Female,23,35,2024-06-23,PM,2024-06-30,AM,NA
777,NA,NA,NA,Female,23,35,2024-06-25,PM,2024-06-30,AM,NA
780,NA,NA,NA,Female,23,35,2024-06-26,PM,2024-07-01,PM,NA
789,2024-05-03,2024-06-12,2.992,Female,23,35,2024-06-23,PM,2024-06-28,AM,NA
791,2024-05-03,2024-06-13,2.862,Female,23,35,2024-06-24,AM,2024-06-29,AM,NA
794,NA,NA,NA,Female,23,35,2024-06-25,PM,2024-06-30,AM,NA
366,2024-05-03,2024-05-31,2.591,Female,26,26,2024-06-09,PM,2024-06-18,PM,NA
389,2024-05-03,2024-06-01,1.99,Female,26,26,2024-06-11,PM,2024-06-20,AM,NA
392,2024-05-03,2024-06-01,2.353,Female,26,26,2024-06-13,AM,2024-06-20,AM,NA
394,2024-05-03,2024-06-01,2.302,Female,26,26,2024-06-12,PM,2024-06-20,PM,NA
409,2024-05-03,2024-06-01,2.288,Female,26,26,2024-06-12,PM,2024-06-19,PM,NA
411,2024-05-03,2024-06-01,1.486,Female,26,26,2024-06-10,PM,2024-06-20,AM,NA
415,2024-05-03,2024-06-01,2.24,Female,26,26,2024-06-12,PM,2024-06-20,PM,NA
418,2024-05-03,2024-06-01,2.765,Female,26,26,2024-06-12,AM,2024-06-19,AM,NA
435,2024-05-03,2024-06-02,1.588,Female,26,26,2024-06-11,PM,2024-06-22,AM,NA
437,2024-05-03,2024-06-02,1.591,Female,26,26,2024-06-10,AM,2024-06-15,AM,NA
439,2024-05-03,2024-06-02,2.165,Female,26,26,2024-06-12,PM,2024-06-18,AM,NA
443,2024-05-03,2024-06-02,2.674,Female,26,26,2024-06-12,PM,2024-06-18,AM,NA
449,2024-05-03,2024-06-02,2.29,Female,26,26,2024-06-11,PM,2024-06-18,PM,NA
451,2024-05-03,2024-06-02,2.398,Female,26,26,2024-06-13,AM,2024-06-26,AM,NA
453,2024-05-03,2024-06-02,2.67,Female,26,26,2024-06-11,PM,2024-06-18,AM,NA
455,2024-05-03,2024-06-02,2.015,Female,26,26,2024-06-12,PM,2024-06-24,AM,NA
469,2024-05-03,2024-06-02,2.791,Female,26,26,2024-06-14,PM,2024-06-23,PM,NA
474,2024-05-03,2024-06-02,2.892,Female,26,26,2024-06-12,PM,2024-06-19,PM,NA
480,2024-05-03,2024-06-02,2.828,Female,26,26,2024-06-12,PM,2024-06-20,AM,NA
482,2024-05-03,2024-06-02,2.45,Female,26,26,2024-06-13,PM,2024-06-22,PM,NA
485,2024-05-03,2024-06-02,2.547,Female,26,26,2024-06-13,PM,2024-06-23,PM,NA
487,2024-05-03,2024-06-02,2.717,Female,26,26,2024-06-14,PM,2024-06-24,AM,NA
509,2024-05-03,2024-06-03,3.381,Female,26,26,2024-06-14,PM,2024-06-22,PM,NA
511,2024-05-03,2024-06-03,2.646,Female,26,26,2024-06-13,PM,2024-06-22,PM,NA
557,2024-05-03,2024-06-04,3.445,Female,26,26,2024-06-15,PM,2024-06-24,PM,NA
558,2024-05-03,2024-06-04,2.365,Female,26,26,2024-06-14,PM,2024-06-29,AM,NA
560,2024-05-03,2024-06-04,1.85,Female,26,26,2024-06-13,PM,2024-06-20,AM,NA
561,2024-05-03,2024-06-04,2.771,Female,26,26,2024-06-14,PM,2024-07-01,AM,NA
609,2024-05-03,2024-06-05,3.205,Female,26,26,2024-06-15,PM,2024-06-19,PM,NA
623,2024-05-03,2024-06-06,2.636,Female,26,26,2024-06-16,PM,2024-07-01,AM,NA
369,2024-05-03,2024-05-31,1.427,Female,26,29,2024-06-10,AM,2024-06-17,PM,NA
387,2024-05-03,2024-06-01,2.302,Female,26,29,2024-06-12,AM,2024-06-20,AM,NA
391,2024-05-03,2024-06-01,2.613,Female,26,29,2024-06-12,PM,2024-06-20,AM,NA
412,2024-05-03,2024-06-01,2.388,Female,26,29,2024-06-12,PM,2024-06-18,PM,NA
413,2024-05-03,2024-06-01,1.947,Female,26,29,2024-06-11,PM,2024-06-19,PM,NA
417,2024-05-03,2024-06-01,2.681,Female,26,29,2024-06-12,PM,2024-06-18,AM,NA
425,2024-05-03,2024-06-02,2.389,Female,26,29,2024-06-13,PM,2024-06-20,AM,NA
427,2024-05-03,2024-06-02,2.047,Female,26,29,2024-06-12,AM,2024-06-18,PM,NA
429,2024-05-03,2024-06-02,2.022,Female,26,29,2024-06-11,PM,2024-06-15,PM,NA
436,2024-05-03,2024-06-02,2.164,Female,26,29,2024-06-10,AM,2024-06-14,PM,NA
438,2024-05-03,2024-06-02,2.168,Female,26,29,2024-06-11,PM,2024-06-18,PM,NA
440,2024-05-03,2024-06-02,1.65,Female,26,29,2024-06-11,AM,2024-06-17,AM,NA
444,2024-05-03,2024-06-02,3.177,Female,26,29,2024-06-13,PM,2024-06-21,PM,NA
445,2024-05-03,2024-06-02,3.225,Female,26,29,2024-06-14,PM,2024-06-18,AM,NA
448,2024-05-03,2024-06-02,2.165,Female,26,29,2024-06-12,AM,2024-06-19,PM,NA
450,2024-05-03,2024-06-02,2.294,Female,26,29,2024-06-12,PM,2024-06-19,PM,NA
452,2024-05-03,2024-06-02,1.999,Female,26,29,2024-06-11,PM,2024-06-17,PM,NA
463,2024-05-03,2024-06-02,2.25,Female,26,29,2024-06-12,PM,2024-06-20,PM,NA
466,2024-05-03,2024-06-02,2.822,Female,26,29,2024-06-14,PM,2024-06-22,PM,NA
470,2024-05-03,2024-06-02,1.971,Female,26,29,2024-06-12,PM,2024-06-21,PM,NA
471,2024-05-03,2024-06-02,3.028,Female,26,29,2024-06-13,PM,2024-06-23,PM,NA
472,2024-05-03,2024-06-02,1.815,Female,26,29,2024-06-12,PM,2024-06-28,AM,NA
478,2024-05-03,2024-06-02,2.437,Female,26,29,2024-06-12,PM,2024-06-18,PM,NA
507,2024-05-03,2024-06-03,3.245,Female,26,29,2024-06-15,PM,2024-06-25,PM,NA
510,2024-05-03,2024-06-03,2.581,Female,26,29,2024-06-13,PM,2024-06-20,PM,NA
559,2024-05-03,2024-06-04,2.144,Female,26,29,2024-06-14,PM,2024-06-26,PM,NA
562,2024-05-03,2024-06-04,3.516,Female,26,29,2024-06-14,PM,2024-06-25,PM,NA
564,2024-05-03,2024-06-04,2.374,Female,26,29,2024-06-14,PM,2024-06-26,AM,NA
568,2024-05-03,2024-06-04,2.219,Female,26,29,2024-06-15,PM,2024-06-27,AM,NA
615,2024-05-03,2024-06-05,3.603,Female,26,29,2024-06-16,PM,2024-06-23,AM,NA
619,2024-05-03,2024-06-06,3.592,Female,26,29,2024-06-18,PM,2024-06-27,AM,NA
348,2024-05-03,2024-05-31,1.867,Female,26,32,2024-06-09,PM,2024-06-15,PM,NA
383,2024-05-03,2024-06-01,2.88,Female,26,32,2024-06-12,PM,2024-06-21,PM,NA
384,2024-05-03,2024-06-01,2.776,Female,26,32,2024-06-12,AM,2024-06-22,AM,NA
398,2024-05-03,2024-06-01,2.031,Female,26,32,2024-06-12,PM,2024-06-24,AM,NA
399,2024-05-03,2024-06-01,2.322,Female,26,32,2024-06-11,PM,2024-06-18,AM,NA
406,2024-05-03,2024-06-01,1.483,Female,26,32,2024-06-11,PM,2024-06-21,PM,NA
408,2024-05-03,2024-06-01,2.515,Female,26,32,2024-06-12,PM,2024-06-19,PM,NA
416,2024-05-03,2024-06-01,2.047,Female,26,32,2024-06-12,PM,2024-06-18,PM,NA
426,2024-05-03,2024-06-02,1.975,Female,26,32,2024-06-11,PM,2024-06-22,PM,NA
428,2024-05-03,2024-06-02,2.205,Female,26,32,2024-06-11,AM,2024-06-17,AM,NA
430,2024-05-03,2024-06-02,2.407,Female,26,32,2024-06-13,PM,2024-06-21,AM,NA
433,2024-05-03,2024-06-02,2.697,Female,26,32,2024-06-12,PM,2024-06-21,PM,NA
441,2024-05-03,2024-06-02,3.178,Female,26,32,2024-06-14,AM,2024-06-19,PM,NA
456,2024-05-03,2024-06-02,2.685,Female,26,32,2024-06-13,PM,2024-06-18,PM,NA
459,2024-05-03,2024-06-02,2.023,Female,26,32,2024-06-10,PM,2024-06-21,PM,NA
460,2024-05-03,2024-06-02,2.773,Female,26,32,2024-06-12,AM,NA,NA,not in chamber
464,2024-05-03,2024-06-02,2.624,Female,26,32,2024-06-12,AM,2024-06-18,AM,NA
465,2024-05-03,2024-06-02,2.215,Female,26,32,2024-06-12,PM,2024-06-21,PM,NA
468,2024-05-03,2024-06-02,2.138,Female,26,32,2024-06-13,PM,2024-06-17,PM,NA
476,2024-05-03,2024-06-02,2.785,Female,26,32,2024-06-12,PM,2024-06-18,AM,NA
477,2024-05-03,2024-06-02,1.848,Female,26,32,2024-06-11,PM,2024-06-18,PM,NA
479,2024-05-03,2024-06-02,2.787,Female,26,32,2024-06-12,PM,2024-06-19,AM,NA
512,2024-05-03,2024-06-03,3.719,Female,26,32,2024-06-14,PM,2024-06-22,PM,NA
514,2024-05-03,2024-06-03,2.81,Female,26,32,2024-06-14,PM,2024-06-25,AM,NA
539,2024-05-03,2024-06-04,2.546,Female,26,32,2024-06-15,PM,2024-06-24,PM,NA
569,2024-05-03,2024-06-04,3.181,Female,26,32,2024-06-14,PM,2024-06-22,AM,NA
570,2024-05-03,2024-06-04,2.903,Female,26,32,2024-06-14,PM,2024-06-23,PM,NA
610,2024-05-03,2024-06-05,2.188,Female,26,32,2024-06-14,PM,2024-06-20,PM,NA
612,2024-05-03,2024-06-05,2.861,Female,26,32,2024-06-16,PM,2024-06-22,AM,NA
613,2024-05-03,2024-06-05,2.521,Female,26,32,2024-06-15,PM,2024-06-22,PM,NA
624,2024-05-03,2024-06-06,3.199,Female,26,32,2024-06-17,PM,2024-06-26,AM,NA
651,2024-05-03,2024-06-07,4.232,Female,26,32,2024-06-19,PM,2024-06-26,PM,NA
654,2024-05-03,2024-06-07,3.393,Female,26,32,2024-06-18,AM,2024-06-24,PM,NA
354,2024-05-03,2024-05-31,2.21,Female,26,35,2024-06-10,AM,2024-06-16,PM,NA
362,2024-05-03,2024-05-31,2.936,Female,26,35,2024-06-12,AM,2024-06-18,PM,NA
385,2024-05-03,2024-06-01,2.666,Female,26,35,2024-06-12,PM,2024-06-16,AM,NA
388,2024-05-03,2024-06-01,2.041,Female,26,35,2024-06-11,PM,2024-06-18,AM,NA
395,2024-05-03,2024-06-01,3.047,Female,26,35,2024-06-12,PM,2024-06-15,PM,NA
400,2024-05-03,2024-06-01,3.215,Female,26,35,2024-06-12,PM,2024-06-18,PM,NA
401,2024-05-03,2024-06-01,2.244,Female,26,35,2024-06-12,PM,2024-06-20,AM,NA
407,2024-05-03,2024-06-01,2.805,Female,26,35,2024-06-13,AM,2024-06-17,AM,NA
410,2024-05-03,2024-06-01,2.297,Female,26,35,2024-06-12,PM,2024-06-18,AM,NA
419,2024-05-03,2024-06-01,1.788,Female,26,35,2024-06-11,PM,2024-06-17,AM,NA
424,2024-05-03,2024-06-02,1.61,Female,26,35,2024-06-10,PM,2024-06-16,PM,NA
432,2024-05-03,2024-06-02,3.467,Female,26,35,2024-06-13,PM,2024-06-18,AM,NA
442,2024-05-03,2024-06-02,2.183,Female,26,35,2024-06-12,PM,2024-06-17,AM,NA
446,2024-05-03,2024-06-02,2.086,Female,26,35,2024-06-12,AM,2024-06-18,PM,NA
447,2024-05-03,2024-06-02,2.776,Female,26,35,2024-06-13,PM,2024-06-18,PM,NA
454,2024-05-03,2024-06-02,2.622,Female,26,35,2024-06-13,PM,2024-06-18,PM,NA
457,2024-05-03,2024-06-02,2.436,Female,26,35,2024-06-14,PM,2024-06-18,PM,NA
458,2024-05-03,2024-06-02,1.726,Female,26,35,2024-06-12,AM,2024-06-18,PM,NA
462,2024-05-03,2024-06-02,2.179,Female,26,35,2024-06-12,PM,2024-06-18,AM,NA
467,2024-05-03,2024-06-02,2.449,Female,26,35,2024-06-12,PM,2024-06-17,AM,NA
473,2024-05-03,2024-06-02,2.529,Female,26,35,2024-06-13,PM,2024-06-16,PM,mold
475,2024-05-03,2024-06-02,2.065,Female,26,35,2024-06-12,PM,2024-06-18,AM,NA
481,2024-05-03,2024-06-02,2.926,Female,26,35,2024-06-14,PM,2024-06-21,PM,NA
484,2024-05-03,2024-06-02,3.125,Female,26,35,2024-06-14,PM,2024-06-20,PM,NA
508,2024-05-03,2024-06-03,2.609,Female,26,35,2024-06-14,AM,2024-06-20,PM,NA
513,2024-05-03,2024-06-03,2.749,Female,26,35,2024-06-14,PM,2024-06-20,AM,NA
565,2024-05-03,2024-06-04,2.817,Female,26,35,2024-06-15,AM,2024-06-21,AM,NA
566,NA,NA,NA,Female,26,35,2024-06-16,AM,2024-06-22,AM,NA
611,2024-05-03,2024-06-05,2.425,Female,26,35,2024-06-15,PM,2024-06-22,AM,NA
617,2024-05-03,2024-06-05,2.98,Female,26,35,2024-06-15,PM,2024-06-18,PM,NA
618,2024-05-03,2024-06-06,3.923,Female,26,35,2024-06-18,AM,2024-06-23,PM,NA
621,2024-05-03,2024-06-06,3.238,Female,26,35,2024-06-17,PM,2024-06-25,PM,NA
94,NA,NA,NA,Female,29,26,2024-06-05,PM,2024-06-19,PM,NA
95,2024-05-03,2024-05-27,1.8,Female,29,26,2024-06-06,PM,2024-06-22,AM,NA
102,2024-05-03,2024-05-28,2.489,Female,29,26,2024-06-07,PM,2024-06-28,PM,NA
103,2024-05-03,2024-05-28,2.468,Female,29,26,2024-06-07,AM,2024-06-28,PM,NA
122,2024-05-03,2024-05-28,2.243,Female,29,26,2024-06-07,PM,2024-06-22,AM,NA
151,2024-05-03,2024-05-29,2.582,Female,29,26,2024-06-07,PM,2024-06-17,PM,NA
159,2024-05-03,2024-05-29,1.8,Female,29,26,2024-06-07,PM,2024-06-21,AM,NA
162,2024-05-03,2024-05-29,2.856,Female,29,26,2024-06-08,PM,2024-06-26,AM,NA
164,2024-05-03,2024-05-29,2.459,Female,29,26,2024-06-08,PM,2024-06-22,PM,NA
168,2024-05-03,2024-05-29,2.558,Female,29,26,2024-06-08,PM,2024-06-17,AM,NA
171,2024-05-03,2024-05-29,2.917,Female,29,26,2024-06-07,PM,2024-06-19,AM,NA
175,2024-05-03,2024-05-29,2.798,Female,29,26,2024-06-07,PM,2024-06-22,PM,NA
196,2024-05-03,2024-05-29,2.33,Female,29,26,2024-06-08,PM,2024-06-17,PM,NA
251,2024-05-03,2024-05-30,2.319,Female,29,26,2024-06-08,PM,2024-06-25,PM,NA
261,NA,NA,NA,Female,29,26,2024-06-09,AM,2024-06-27,AM,NA
273,2024-05-03,2024-05-30,3.129,Female,29,26,2024-06-07,PM,2024-06-20,PM,NA
274,2024-05-03,2024-05-30,2.276,Female,29,26,2024-06-08,PM,NA,NA,Missing
275,2024-05-03,2024-05-30,2.882,Female,29,26,2024-06-07,PM,2024-06-20,PM,NA
277,2024-05-03,2024-05-30,2.339,Female,29,26,2024-06-08,PM,2024-06-25,AM,NA
279,2024-05-03,2024-05-30,2.356,Female,29,26,2024-06-09,PM,2024-06-17,PM,NA
280,2024-05-03,2024-05-30,2.686,Female,29,26,2024-06-08,PM,2024-06-18,AM,NA
297,2024-05-03,2024-05-30,2.579,Female,29,26,2024-06-08,PM,2024-06-27,AM,NA
328,2024-05-03,2024-05-31,2.837,Female,29,26,2024-06-10,PM,2024-06-28,PM,Mold
336,2024-05-03,2024-05-31,3.172,Female,29,26,2024-06-10,PM,2024-06-19,AM,NA
376,2024-05-03,2024-06-01,3.033,Female,29,26,2024-06-10,PM,2024-06-20,PM,NA
119,2024-05-03,2024-05-28,2.78,Female,29,29,2024-06-07,PM,2024-06-21,AM,NA
129,NA,NA,NA,Female,29,29,2024-06-05,PM,2024-06-20,AM,NA
133,2024-05-03,2024-05-28,2.609,Female,29,29,2024-06-06,PM,2024-06-19,AM,NA
143,2024-05-03,2024-05-28,2.78,Female,29,29,2024-06-07,PM,2024-06-23,PM,NA
153,2024-05-03,2024-05-29,2.811,Female,29,29,2024-06-08,PM,2024-06-22,AM,NA
155,2024-05-03,2024-05-29,1.984,Female,29,29,2024-06-07,PM,2024-06-21,PM,NA
156,2024-05-03,2024-05-29,3.354,Female,29,29,2024-06-08,PM,2024-06-16,PM,mold
